id,organization_id,type,species,breed_primary,breed_secondary,is_mixed,color_primary,color_secondary,color_tertiary,age,gender,size,coat,name,status,spayed_neutered,house_trained,declawed,special_needs,shots_current,children_friendly,dogs_friendly,cats_friendly,email,phone,city,state,postcode,county,country,published_at,distance
73924848,TX1115,Dog,Dog,Terrier,,True,Black,White / Cream,,Adult,Male,Medium,Medium,#1089.24,adoptable,False,True,,False,True,,True,,kpjcrna@gmail.com,(573) 864-9877,Kerrville,TX,78028,48265,US,2024-11-11T19:14:39+0000,84.9202
73924902,TX406,Cat,Cat,Tuxedo,,False,Black & White / Tuxedo,,,Baby,Female,Medium,Short,Ella,adoptable,True,True,False,False,True,,,,elpo@welovepets.net,214-342-3100,Dallas,TX,75238,48113,US,2024-11-11T19:14:24+0000,185.795
73924864,TX403,Dog,Dog,Boxer,Shepherd,True,,,,Adult,Female,Medium,,Frida,adoptable,True,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:30+0000,248.3862
73924858,TX403,Dog,Dog,Beagle,,False,,,,Adult,Male,Medium,,Jackson,adoptable,True,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:29+0000,248.3862
73924860,TX403,Dog,Dog,Miniature Pinscher,,True,,,,Baby,Female,Medium,,Arie,adoptable,True,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:29+0000,248.3862
73924861,TX403,Dog,Dog,Miniature Pinscher,,True,,,,Baby,Male,Medium,,Marlo,adoptable,True,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:29+0000,248.3862
73924862,TX403,Dog,Dog,Miniature Pinscher,,True,,,,Baby,Female,Medium,,Lorie,adoptable,True,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:29+0000,248.3862
73924857,TX403,Dog,Dog,Miniature Pinscher,,True,,,,Baby,Female,Medium,,Roux,adoptable,True,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:29+0000,248.3862
73924859,TX403,Horse,Pony,Pony,,True,,,,Senior,Female,Medium,,Xena,adoptable,False,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:29+0000,248.3862
73924863,TX403,Dog,Dog,Siberian Husky,,True,,,,Adult,Male,Medium,,Hector,adoptable,True,False,,False,True,,,,info@houstonspca.org,(713) 869-7722,Houston,TX,77024,48201,US,2024-11-11T19:12:29+0000,248.3862
73924841,OK08,Dog,Dog,Terrier,,True,,,,Young,Male,Medium,,Dominic,adoptable,True,False,,False,True,,,,animalwelfare@stillwater.org,(405) 372-0334,Stillwater,OK,74074,40119,US,2024-11-11T19:12:24+0000,358.1854
73924586,TX1610,Dog,Dog,Husky,Shepherd,True,Black,,,Baby,Female,Medium,Short,Punkin,adoptable,False,False,,False,True,,,,Home.At.Last.Animal@gmail.com,,Godley,TX,76044,48251,US,2024-11-11T19:12:18+0000,130.7446
73924840,TX2621,Dog,Dog,Australian Cattle Dog / Blue Heeler,,False,Black,White / Cream,,Baby,Female,Medium,,Marge,adoptable,True,True,,False,True,True,True,,friendsofdogsatgcac@gmail.com,,San Marcos ,TX,78666,48209,US,2024-11-11T19:12:00+0000,120.3453
73924822,TX2621,Dog,Dog,Australian Cattle Dog / Blue Heeler,,False,Black,White / Cream,,Baby,Female,Medium,,Marge,adoptable,True,True,,False,True,True,True,,friendsofdogsatgcac@gmail.com,,Seguin,TX,78155,48187,US,2024-11-11T19:11:10+0000,139.1751
73924818,TX219,Dog,Dog,Mixed Breed,,False,,,,Young,Female,Medium,,Ruth,adoptable,False,False,,False,False,,,,adoptions@houstonhumane.org,713-433-6421,Houston,TX,77053,48201,US,2024-11-11T19:10:27+0000,254.9173
73924816,TX341,Cat,Cat,Domestic Short Hair,,False,,,,Young,Female,Small,,Pupil Cat Nursing,adoptable,False,False,False,False,False,,,,animalservices@farmersbranchtx.gov,(972) 919-8770,Farmers Branch,TX,75234,48113,US,2024-11-11T19:10:24+0000,181.9
73924809,TX470,Cat,Cat,Domestic Medium Hair,Domestic Short Hair,True,,,,Young,Female,Medium,,Sweet Caroline,adoptable,True,False,False,False,False,,,,lewisvillepets@gmail.com,(972) 219-3478,Lewisville,TX,75057,48121,US,2024-11-11T19:10:06+0000,181.7799
73924802,TX2337,Dog,Dog,Schnauzer,Mixed Breed,True,,,,Adult,Male,Medium,,Oaks,adoptable,True,False,,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-11T19:09:45+0000,153.5617
73924801,TX2337,Dog,Dog,Chihuahua,Mixed Breed,True,,,,Baby,Female,Small,,Kiwi,adoptable,False,False,,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-11T19:09:45+0000,153.5617
73924800,TX2337,Dog,Dog,Basset Hound,Mixed Breed,True,,,,Baby,Male,Small,,Sgt Tibbs,adoptable,False,False,,False,False,,,,savinghopeinquiries@gmail.com,,Fort Worth,TX,76102,48439,US,2024-11-11T19:09:44+0000,153.5617
73924799,KS64,Cat,Cat,Domestic Short Hair,,True,Buff / Tan / Fawn,,,Adult,Male,Small,,Angel Food Cake,adoptable,True,False,False,False,True,,,,info@kshumane.org,(316) 524-9196,Wichita,KS,67219,20173,US,2024-11-11T19:09:42+0000,462.0034
73924798,KS64,Dog,Dog,Mixed Breed,,True,Yellow / Tan / Blond / Fawn,White / Cream,,Adult,Female,Medium,,Dina,adoptable,True,False,,False,True,,,,info@kshumane.org,(316) 524-9196,Wichita,KS,67219,20173,US,2024-11-11T19:09:42+0000,462.0034
73924795,TX198,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Female,Small,,Mavuika,adoptable,False,False,False,False,False,,,,spca@spca.org,(214) 742-7722,Dallas,TX,75207,48113,US,2024-11-11T19:09:40+0000,174.9209
73924796,TX198,Dog,Dog,Mixed Breed,,False,,,,Adult,Male,Medium,,Nolan,adoptable,True,False,,False,False,,,,spca@spca.org,(214) 742-7722,Dallas,TX,75207,48113,US,2024-11-11T19:09:40+0000,174.9209
73924797,TX198,Dog,Dog,Great Pyrenees,Mixed Breed,True,,,,Young,Female,Large,,Baylee,adoptable,True,False,,False,False,,,,spca@spca.org,(214) 742-7722,Dallas,TX,75207,48113,US,2024-11-11T19:09:40+0000,174.9209
73924794,TX198,Dog,Dog,Mixed Breed,,False,,,,Young,Male,Small,,Smitty,adoptable,False,False,,False,False,,,,spca@spca.org,(214) 742-7722,Dallas,TX,75207,48113,US,2024-11-11T19:09:40+0000,174.9209
73924793,TX26,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Female,Medium,,57251969,adoptable,False,False,False,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-11T19:09:35+0000,153.6664
73924791,TX26,Dog,Dog,Chihuahua,Mixed Breed,True,,,,Adult,Male,Small,,57252689,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-11T19:09:33+0000,153.6664
73924792,TX26,Dog,Dog,German Shepherd Dog,Mixed Breed,True,,,,Adult,Female,Large,,57252258,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-11T19:09:33+0000,153.6664
73924790,TX26,Dog,Dog,Pit Bull Terrier,Mixed Breed,True,,,,Adult,Male,Large,,Butch,adoptable,True,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-11T19:09:32+0000,153.6664
73924789,TX26,Dog,Dog,Husky,Mixed Breed,True,,,,Adult,Male,Large,,57252650,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-11T19:09:32+0000,153.6664
73924788,TX26,Dog,Dog,Husky,Shepherd,True,,,,Young,Female,Medium,,57252669,adoptable,False,False,,False,False,,,,fwaccadopt@fortworthtexas.gov,(817) 392-1234,Fort Worth,TX,76119,48439,US,2024-11-11T19:09:32+0000,153.6664
73924781,TX38,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Male,Small,,Baker,adoptable,False,False,False,False,False,,,,adopt@aggielandhumane.org,(979) 775-5755,Bryan,TX,77801,48395,US,2024-11-11T19:09:27+0000,173.6986
73924780,TX38,Cat,Cat,Domestic Medium Hair,Domestic Short Hair,True,,,,Baby,Male,Small,,Meow Meow,adoptable,False,False,False,False,False,,,,adopt@aggielandhumane.org,(979) 775-5755,Bryan,TX,77801,48395,US,2024-11-11T19:09:27+0000,173.6986
73924779,TX106,Cat,Cat,Domestic Short Hair,,False,,,,Senior,Female,Small,,Pixie,adoptable,True,False,False,False,False,,,,ok@operationkindness.org,(972) 418-PAWS (7297),Carrollton,TX,75006,48113,US,2024-11-11T19:09:26+0000,183.9817
73924733,TX2621,Dog,Dog,Australian Cattle Dog / Blue Heeler,,False,Black,White / Cream,,Baby,Female,Medium,,Marge,adoptable,True,True,,False,True,True,True,,friendsofdogsatgcac@gmail.com,,New Braunfels,TX,78130,48187,US,2024-11-11T19:08:52+0000,126.129
73924704,TX74,Cat,Cat,Domestic Short Hair,,False,Brown / Chocolate,Black,,Baby,Male,Small,,Manifesto,adoptable,False,False,False,False,True,,,,achs75801@yahoo.com,(903) 729-8074,Palestine,TX,75801,48001,US,2024-11-11T19:07:21+0000,214.5368
73924702,TX74,Cat,Cat,Siamese,Domestic Short Hair,True,White,Buff / Tan / Fawn,,Baby,Male,Small,,Taco Thief,adoptable,False,False,False,False,True,,,,achs75801@yahoo.com,(903) 729-8074,Palestine,TX,75801,48001,US,2024-11-11T19:07:21+0000,214.5368
73924703,TX74,Dog,Dog,Rottweiler,,True,Black,Brown / Chocolate,,Adult,Male,Medium,,Whiskey,adoptable,False,False,,False,True,,,,achs75801@yahoo.com,(903) 729-8074,Palestine,TX,75801,48001,US,2024-11-11T19:07:21+0000,214.5368
73924589,NM232,Dog,Dog,Maltese,Miniature Poodle,True,Black,,,Adult,Male,Small,Medium,Totoro,adoptable,True,True,,False,True,,True,True,meandmyshadowdogrescue@gmail.com,,Edgewood,NM,87015,35049,US,2024-11-11T19:06:20+0000,479.9263
73924595,TX2269,Dog,Dog,Maltese,Miniature Poodle,True,Yellow / Tan / Blond / Fawn,Black,,Baby,Female,Small,Medium,Ashley,adoptable,True,True,,False,True,True,True,True,tim@threelittlepittiesrescue.org,,Friendswood,TX,77546,48167,US,2024-11-11T19:05:39+0000,269.093
73924604,TX2621,Dog,Dog,Australian Cattle Dog / Blue Heeler,,False,Black,White / Cream,,Baby,Female,Medium,,Marge,adoptable,True,True,,False,True,True,True,,friendsofdogsatgcac@gmail.com,,San Antonio ,TX,78229,48029,US,2024-11-11T19:04:40+0000,127.185
73924575,TX401,Dog,Dog,Bull Terrier,Mixed Breed,True,,,,Adult,Female,Medium,,Turkey,adoptable,False,False,,False,False,,,,tricities@cedarhilltx.com,(972) 291-5335,Cedar Hill,TX,75104,48113,US,2024-11-11T19:01:22+0000,165.695
73924480,TX2269,Dog,Dog,Chihuahua,Jack Russell Terrier,True,White / Cream,Yellow / Tan / Blond / Fawn,,Adult,Male,Small,Short,Batman Russell,adoptable,True,True,,False,True,,True,True,kristin@threelittlepittiesrescue.org,,Friendswood,TX,77546,48167,US,2024-11-11T19:01:00+0000,269.093
73924565,KS64,Dog,Dog,Mixed Breed,,True,Yellow / Tan / Blond / Fawn,White / Cream,,Adult,Male,Large,,Redemption (FOSTER TO ADOPT),adoptable,True,False,,False,True,,,,info@kshumane.org,(316) 524-9196,Wichita,KS,67219,20173,US,2024-11-11T19:00:36+0000,462.0034
73924567,KS64,Dog,Dog,Mixed Breed,,True,White / Cream,,,Adult,Male,Medium,,Axel (FOSTER TO ADOPT),adoptable,True,False,,False,True,,,,info@kshumane.org,(316) 524-9196,Wichita,KS,67219,20173,US,2024-11-11T19:00:36+0000,462.0034
73924568,KS64,Dog,Dog,Mixed Breed,,True,,,,Adult,Male,Large,,Chicken Nugget,adoptable,True,False,,False,True,,,,info@kshumane.org,(316) 524-9196,Wichita,KS,67219,20173,US,2024-11-11T19:00:36+0000,462.0034
73924566,KS64,Dog,Dog,Mixed Breed,,True,Yellow / Tan / Blond / Fawn,White / Cream,,Young,Male,Large,,Mister McGee (FOSTER TO ADOPT),adoptable,True,False,,False,True,,,,info@kshumane.org,(316) 524-9196,Wichita,KS,67219,20173,US,2024-11-11T19:00:36+0000,462.0034
73924559,TX46,Dog,Dog,Shepherd,Mixed Breed,True,,,,Young,Male,Small,,Minotaur,adoptable,True,False,,False,False,,,,adopt@adltexas.org,(210) 655-1481,San Antonio,TX,78217,48029,US,2024-11-11T19:00:31+0000,128.0079
73924558,TX309,Dog,Dog,Black Mouth Cur,Mixed Breed,True,,,,Adult,Female,Large,,Aubrey,adoptable,True,False,,False,False,,,,Info@hsnt.org,(817) 332-4768,Fort Worth,TX,76103,48439,US,2024-11-11T19:00:30+0000,153.9998
73924555,TX106,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Male,Small,,Tairn,adoptable,True,False,False,False,False,,,,ok@operationkindness.org,(972) 418-PAWS (7297),Carrollton,TX,75006,48113,US,2024-11-11T19:00:29+0000,183.9817
73924556,TX106,Cat,Cat,Domestic Short Hair,,False,,,,Baby,Male,Small,,Candy Corn,adoptable,True,False,False,False,False,,,,ok@operationkindness.org,(972) 418-PAWS (7297),Carrollton,TX,75006,48113,US,2024-11-11T19:00:29+0000,183.9817
73924557,TX106,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Female,Small,,Fox,adoptable,True,False,False,False,False,,,,ok@operationkindness.org,(972) 418-PAWS (7297),Carrollton,TX,75006,48113,US,2024-11-11T19:00:29+0000,183.9817
73924444,TX405,Dog,Dog,Husky,,True,Black,White / Cream,,Young,Male,Medium,,Allucard,adoptable,False,False,,False,True,,,,adoptapet@leaguecitytx.gov,(281) 554-1377,League City,TX,77573,48167,US,2024-11-11T18:54:31+0000,275.6594
73924445,TX405,Dog,Dog,Cattle Dog,Australian Cattle Dog / Blue Heeler,True,Gray / Blue / Silver,Black,,Adult,Female,Medium,,BlueBelle,adoptable,False,False,,False,True,,,,adoptapet@leaguecitytx.gov,(281) 554-1377,League City,TX,77573,48167,US,2024-11-11T18:54:31+0000,275.6594
73924302,TX1610,Dog,Dog,Husky,Shepherd,True,Black,Yellow / Tan / Blond / Fawn,,Baby,Male,Medium,Short,Carmelita,adoptable,False,False,,False,True,,,,Home.At.Last.Animal@gmail.com,,Godley,TX,76044,48251,US,2024-11-11T18:53:02+0000,130.7446
73924337,OK59,Dog,Dog,German Shepherd Dog,,True,,,,Young,Female,Medium,,Ellie,adoptable,True,False,,False,True,,True,,Lawtonhumanesociety@live.com,(580) 355-7729,Lawton,OK,73502,40031,US,2024-11-11T18:50:16+0000,236.8774
73924338,OK59,Dog,Dog,Catahoula Leopard Dog,,True,,,,Adult,Male,Medium,,Odin,adoptable,False,False,,False,False,,,,Lawtonhumanesociety@live.com,(580) 355-7729,Lawton,OK,73502,40031,US,2024-11-11T18:50:16+0000,236.8774
73924339,OK59,Dog,Dog,Pit Bull Terrier,,True,,,,Adult,Female,Large,,Princessa,adoptable,True,True,,False,True,True,,False,Lawtonhumanesociety@live.com,(580) 355-7729,Lawton,OK,73502,40031,US,2024-11-11T18:50:16+0000,236.8774
73924340,OK59,Dog,Dog,Basset Hound,,True,,,,Baby,Female,Medium,,Darla,adoptable,True,True,,False,True,True,True,True,Lawtonhumanesociety@live.com,(580) 355-7729,Lawton,OK,73502,40031,US,2024-11-11T18:50:16+0000,236.8774
73924341,OK59,Dog,Dog,Labrador Retriever,,True,Brindle,,,Young,Female,Medium,,Elana,adoptable,True,True,,False,True,True,True,True,Lawtonhumanesociety@live.com,(580) 355-7729,Lawton,OK,73502,40031,US,2024-11-11T18:50:16+0000,236.8774
73924253,TX1282,Dog,Dog,Border Collie,,False,Black,White / Cream,,Young,Female,Medium,Medium,Sophie,adoptable,True,True,,False,True,,True,True,allbordercollierescue@gmail.com,,Houston,TX,77025,48201,US,2024-11-11T18:44:17+0000,251.9121
73924078,TX2306,Dog,Dog,Chesapeake Bay Retriever,Labrador Retriever,True,Red / Chestnut / Orange,,,Adult,Male,Large,Short,Sailor,adoptable,True,True,,False,True,True,True,False,Hay_dude_equine@yahoo.com,,Boerne,TX,78006,48259,US,2024-11-11T18:18:08+0000,105.2142
73924032,TX2720,Dog,Dog,Husky,Labrador Retriever,True,Bicolor,Brown / Chocolate,Apricot / Beige,Young,Male,Medium,Medium,Wonky,adoptable,True,True,,False,True,,True,,sunnysidestreetdogs@gmail.com,(651) 338-3452,Houston,TX,77033,48201,US,2024-11-11T18:18:03+0000,257.2227
73923956,TX2621,Dog,Dog,Anatolian Shepherd,,False,"Tricolor (Brown, Black, & White)",,,Young,Female,Large,Medium,Cagney,adoptable,True,True,,False,True,True,False,,friendsofdogsatgcac@gmail.com,,San Marcos ,TX,78666,48209,US,2024-11-11T18:13:18+0000,120.3453
73911030,TX2520,Dog,Dog,Pit Bull Terrier,American Staffordshire Terrier,True,White / Cream,Black,,Baby,Male,Medium,Short,Sirius,adoptable,False,False,,False,False,True,True,,adopt@kimsfureverhomes.com,,Houston,TX,77062,48201,US,2024-11-11T18:07:30+0000,271.7516
73923224,TX2720,Dog,Dog,Australian Shepherd,Siberian Husky,True,Bicolor,White / Cream,Gray / Blue / Silver,Adult,Female,Medium,Medium,Babette,adoptable,True,True,,False,True,True,True,,sunnysidestreetdogs@gmail.com,(651) 338-3452,Houston,TX,77033,48201,US,2024-11-11T17:56:47+0000,257.2227
73923963,TX268,Dog,Dog,Pointer,,True,,,,Young,Male,Large,,Mr. Pepper,adoptable,True,True,,False,True,True,True,,,(915) 532-6971,El Paso,TX,79906,48141,US,2024-11-11T17:54:46+0000,424.42
73923926,TX2621,Dog,Dog,Anatolian Shepherd,,False,"Tricolor (Brown, Black, & White)",,,Young,Female,Large,Medium,Cagney,adoptable,True,True,,False,True,True,True,True,friendsofdogsatgcac@gmail.com,,Seguin,TX,78155,48187,US,2024-11-11T17:49:19+0000,139.1751
73923898,TX2759,Dog,Dog,Chocolate Labrador Retriever,,False,Brown / Chocolate,White / Cream,,Adult,Male,Large,Medium,Chocolate,adoptable,True,True,,False,True,True,True,,operationbarkingsquirrel2@gmail.com,,Conway ,AR,72032,05045,US,2024-11-11T17:44:15+0000,478.1693
73923771,TX2621,Dog,Dog,Anatolian Shepherd,,False,"Tricolor (Brown, Black, & White)",,,Young,Female,Large,Medium,Cagney,adoptable,True,True,,False,True,True,True,True,friendsofdogsatgcac@gmail.com,,New Braunfels,TX,78130,48187,US,2024-11-11T17:30:48+0000,126.129
73923759,TX2759,Dog,Dog,American Staffordshire Terrier,,False,Gray / Blue / Silver,White / Cream,,Young,Male,Medium,Short,West,adoptable,True,True,,False,True,,True,,operationbarkingsquirrel2@gmail.com,,Lakeway,TX,78734,48453,US,2024-11-11T17:28:57+0000,98.4898
73923755,TX2730,Dog,Dog,Chocolate Labrador Retriever,Shar-Pei,True,Red / Chestnut / Orange,White / Cream,,Adult,Male,Medium,Short,Teddy,adoptable,True,True,,False,True,True,True,,ular.sandra@gmail.com,,Houston,TX,77030,48201,US,2024-11-11T17:28:46+0000,252.8117
73923750,NY1298,Dog,Dog,Wheaten Terrier,,True,,,,Baby,Male,Medium,,Lando (Park Litter),adoptable,False,True,,False,True,True,True,,info@snarrnortheast.org,,conroe,TX,77304,48339,US,2024-11-11T17:28:35+0000,230.9485
73923746,TX2621,Dog,Dog,Anatolian Shepherd,,False,"Tricolor (Brown, Black, & White)",,,Young,Female,Large,Medium,Cagney,adoptable,True,True,,False,True,True,True,True,friendsofdogsatgcac@gmail.com,,San Antonio ,TX,78229,48029,US,2024-11-11T17:27:27+0000,127.185
73923481,TX1486,Dog,Dog,Black Mouth Cur,Mixed Breed,True,Brindle,,,Baby,Female,Medium,Short,Rebel,adoptable,True,True,,True,False,True,True,True,critrkpr@aol.com,(281) 608-2368,Houston,TX,77019,48201,US,2024-11-11T17:23:46+0000,250.8764
73923707,TX2759,Dog,Dog,American Staffordshire Terrier,,False,Gray / Blue / Silver,White / Cream,,Young,Male,Medium,Short,West,adoptable,True,True,,False,True,,True,,operationbarkingsquirrel2@gmail.com,,Conway ,AR,72032,05045,US,2024-11-11T17:22:49+0000,478.1693
73923686,TX2518,Cat,Cat,Domestic Short Hair,,False,Tortoiseshell,,,Young,Female,Small,,Phoenix,adoptable,True,False,False,False,True,,,,info@bestfriendsforlife.org,(956) 286-2375,Laredo,TX,78045,,US,2024-11-11T17:20:49+0000,259.3462
73923580,TX309,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Female,Large,,Stormi,adoptable,True,False,False,False,False,,,,Info@hsnt.org,(817) 332-4768,Fort Worth,TX,76103,48439,US,2024-11-11T17:19:14+0000,153.9998
73923581,TX309,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Female,Small,,Hersheys,adoptable,True,False,False,False,False,,,,Info@hsnt.org,(817) 332-4768,Fort Worth,TX,76103,48439,US,2024-11-11T17:19:14+0000,153.9998
73923579,TX309,Cat,Cat,Domestic Short Hair,,False,,,,Adult,Male,Medium,,Yam,adoptable,True,False,False,False,False,,,,Info@hsnt.org,(817) 332-4768,Fort Worth,TX,76103,48439,US,2024-11-11T17:19:13+0000,153.9998
